Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2018-01-02 00:00:00-05:00,148.9759919921669,149.79107175935448,147.09941862462873,148.8875274658203,3505476,0.0,0.0,MMM
2018-01-03 00:00:00-05:00,148.52743247765545,148.94444507108005,147.40274957084355,148.88125610351562,2623665,0.0,0.0,MMM
2018-01-04 00:00:00-05:00,149.7468809592376,151.2885763941425,149.41200250700425,150.82733154296875,2682748,0.0,0.0,MMM
2018-01-05 00:00:00-05:00,150.7894009463023,152.21104871642606,150.2144275548183,152.00254821777344,2195736,0.0,0.0,MMM
2018-01-08 00:00:00-05:00,151.25064140166123,152.236319928043,151.1242750207785,151.50970458984375,2235324,0.0,0.0,MMM
2018-01-09 00:00:00-05:00,151.38963615008768,152.76706305537903,151.22535640591673,152.45114135742188,2027340,0.0,0.0,MMM
2018-01-10 00:00:00-05:00,152.27418740015406,153.2661729922669,151.66130083641417,152.36264038085938,1962516,0.0,0.0,MMM
2018-01-11 00:00:00-05:00,152.10994288930664,153.1208853963664,151.4844183934758,153.1019287109375,1779289,0.0,0.0,MMM
2018-01-12 00:00:00-05:00,153.58211772794738,155.43342701596902,153.22197532641778,154.46670532226562,2361263,0.0,0.0,MMM
2018-01-16 00:00:00-05:00,154.99112207861216,156.18531240682228,154.0623137849094,154.63729858398438,2883676,0.0,0.0,MMM
2018-01-17 00:00:00-05:00,155.97046335460809,157.03196830729712,155.30703717271228,156.76658630371094,3012724,0.0,0.0,MMM
2018-01-18 00:00:00-05:00,156.7792472221743,157.32895646065214,154.75103195353037,155.37655639648438,2671266,0.0,0.0,MMM
2018-01-19 00:00:00-05:00,155.83143185275526,157.0129840469307,155.18063204169766,156.810791015625,2408146,0.0,0.0,MMM
2018-01-22 00:00:00-05:00,156.14742734247653,156.62762881239763,154.8521459997181,156.2548370361328,1985958,0.0,0.0,MMM
2018-01-23 00:00:00-05:00,156.00842892310553,156.22957874496132,154.87742729232582,155.6293182373047,2179949,0.0,0.0,MMM
2018-01-24 00:00:00-05:00,156.6907759884941,157.03829208986608,155.59136917034724,156.501220703125,4151316,0.0,0.0,MMM
2018-01-25 00:00:00-05:00,157.96079107739368,160.9936297055922,156.1284385811257,159.45193481445312,4195448,0.0,0.0,MMM
2018-01-26 00:00:00-05:00,160.12803658950776,164.1339164045178,160.1027610083304,163.4136199951172,4461798,0.0,0.0,MMM
2018-01-29 00:00:00-05:00,163.3378024625685,163.86222464122716,161.7329183889082,161.75819396972656,2758335,0.0,0.0,MMM
2018-01-30 00:00:00-05:00,161.49909374426522,161.55596378805882,158.8516732850619,158.93380737304688,2885470,0.0,0.0,MMM
2018-01-31 00:00:00-05:00,158.90224256945243,159.9384605477067,157.70805222929883,158.27671813964844,3751134,0.0,0.0,MMM
2018-02-01 00:00:00-05:00,156.3432885152238,158.01766885911965,155.54716539555764,156.65921020507812,3187938,0.0,0.0,MMM
2018-02-02 00:00:00-05:00,155.70513500530112,157.17101495737376,154.72577540545734,154.9090118408203,4695137,0.0,0.0,MMM
2018-02-05 00:00:00-05:00,153.85381307663638,154.4224674495294,142.80287392500313,146.23377990722656,7882238,0.0,0.0,MMM
2018-02-06 00:00:00-05:00,143.75060327189738,148.2114187511158,143.30831536584253,147.6174774169922,6109288,0.0,0.0,MMM
2018-02-07 00:00:00-05:00,147.33949279785156,150.07537781017032,147.10571678711364,147.33949279785156,3451178,0.0,0.0,MMM
2018-02-08 00:00:00-05:00,147.32060786509663,147.41539131898594,140.67993149093903,140.83157348632812,4486555,0.0,0.0,MMM
2018-02-09 00:00:00-05:00,141.91827951747413,143.40310420146858,137.85551921356853,142.29737854003906,5404246,0.0,0.0,MMM
2018-02-12 00:00:00-05:00,143.7379873008866,145.5640092377614,142.8597302483228,144.81211853027344,3935318,0.0,0.0,MMM
2018-02-13 00:00:00-05:00,145.14069068713263,146.56865703274823,144.64785152032772,146.1832275390625,3018226,0.0,0.0,MMM
2018-02-14 00:00:00-05:00,144.97645846434258,147.1373596083897,144.35725273849476,146.58766174316406,2796009,0.0,0.0,MMM
2018-02-15 00:00:00-05:00,148.28456795094314,149.29511521434762,146.7401269654783,149.2760467529297,2544490,1.137124,0.0,MMM
2018-02-16 00:00:00-05:00,149.33965494643766,151.54507862261997,148.3354519242936,150.4201202392578,2657273,0.0,0.0,MMM
2018-02-20 00:00:00-05:00,149.0663452240505,150.42010185279022,148.66593065576578,149.4031982421875,3200376,0.0,0.0,MMM
2018-02-21 00:00:00-05:00,149.1743975809758,151.17643575101883,147.5155570067047,147.56640625,3063434,0.0,0.0,MMM
2018-02-22 00:00:00-05:00,147.72527791355057,150.86498627224591,147.617234885455,149.9942626953125,2732262,0.0,0.0,MMM
2018-02-23 00:00:00-05:00,150.5345082258048,151.19550198358334,148.9710100058105,150.64256286621094,1933573,0.0,0.0,MMM
2018-02-26 00:00:00-05:00,151.90735191059522,155.62542456940133,151.58956732785157,155.16781616210938,3691813,0.0,0.0,MMM
2018-02-27 00:00:00-05:00,155.46654025677776,155.50467719238202,152.99418117963012,153.03231811523438,2126847,0.0,0.0,MMM
2018-02-28 00:00:00-05:00,153.578847816223,153.9856184571442,149.61289786075488,149.6828155517578,2943834,0.0,0.0,MMM
2018-03-01 00:00:00-05:00,150.089657162979,150.52185265657494,145.8821942488458,147.03257751464844,4170572,0.0,0.0,MMM
2018-03-02 00:00:00-05:00,146.02193837117454,146.9880041487638,143.84829617100905,146.41598510742188,3483709,0.0,0.0,MMM
2018-03-05 00:00:00-05:00,146.1808300059944,148.53878905634446,145.24654500107195,147.96678161621094,2673419,0.0,0.0,MMM
2018-03-06 00:00:00-05:00,148.75491274170514,149.94342090625165,146.68931320331663,148.5070343017578,2500956,0.0,0.0,MMM
2018-03-07 00:00:00-05:00,146.9562626013422,150.13410834975653,146.5558596044774,149.7209930419922,2647705,0.0,0.0,MMM
2018-03-08 00:00:00-05:00,150.21671748103827,151.0683842645152,148.79939929281096,150.2103729248047,2338419,0.0,0.0,MMM
2018-03-09 00:00:00-05:00,151.26539717768964,153.40725881753298,150.10230211937463,153.39454650878906,2201716,0.0,0.0,MMM
2018-03-12 00:00:00-04:00,153.8712233459862,154.50679238812478,152.09163930705571,152.409423828125,2572955,0.0,0.0,MMM
2018-03-13 00:00:00-04:00,153.10856377773402,154.42419512275796,150.55993110586465,150.99212646484375,2403840,0.0,0.0,MMM
2018-03-14 00:00:00-04:00,151.77382596770138,152.10431113594595,148.62775052742387,148.90740966796875,2678681,0.0,0.0,MMM
2018-03-15 00:00:00-04:00,149.49852109480574,151.31624214741927,148.85023971273452,149.91163635253906,2117518,0.0,0.0,MMM
2018-03-16 00:00:00-04:00,149.78454929470175,151.37347223570822,149.78454929470175,150.76968383789062,5810168,0.0,0.0,MMM
2018-03-19 00:00:00-04:00,150.00062818307595,150.20400194287214,146.3461058769675,147.17234802246094,3135553,0.0,0.0,MMM
2018-03-20 00:00:00-04:00,147.52821935668993,148.97096175719113,147.1850218771428,147.7379608154297,2066688,0.0,0.0,MMM
2018-03-21 00:00:00-04:00,148.08755962970514,150.7696597334621,147.64901975181712,148.81210327148438,1899607,0.0,0.0,MMM
2018-03-22 00:00:00-04:00,147.47743949320216,147.52827714036945,141.6047807376719,141.83993530273438,5137418,0.0,0.0,MMM
2018-03-23 00:00:00-04:00,142.0496247541271,142.5390137708647,136.81889325204912,136.8760986328125,5048555,0.0,0.0,MMM
2018-03-26 00:00:00-04:00,138.4650126981759,140.33358250525148,136.76167967242623,139.9776611328125,4274504,0.0,0.0,MMM
2018-03-27 00:00:00-04:00,140.4734946817219,141.00737707638487,136.4757618758537,137.2003173828125,3225253,0.0,0.0,MMM
2018-03-28 00:00:00-04:00,138.06465383123404,139.60908365275327,136.59013012244364,137.62611389160156,3017388,0.0,0.0,MMM
2018-03-29 00:00:00-04:00,138.4205470647726,140.70223247507957,138.2108055717924,139.52008056640625,3161028,0.0,0.0,MMM
2018-04-02 00:00:00-04:00,138.58576412432885,139.01159156942623,133.13257933113476,135.13462829589844,4593597,0.0,0.0,MMM
2018-04-03 00:00:00-04:00,135.37619624977586,137.57526368701576,134.06056484123317,137.49264526367188,3596133,0.0,0.0,MMM
2018-04-04 00:00:00-04:00,134.98848006198995,138.5031666451206,134.18130645353827,138.2743682861328,2976605,0.0,0.0,MMM
2018-04-05 00:00:00-04:00,138.96080153215354,140.02219823134968,137.6388140753178,138.9798583984375,3444360,0.0,0.0,MMM
2018-04-06 00:00:00-04:00,138.1726818149056,139.09426628169984,134.10504424649645,134.89950561523438,2994664,0.0,0.0,MMM
2018-04-09 00:00:00-04:00,135.85284899053926,137.8294738300564,134.9948377364408,135.2554168701172,2614576,0.0,0.0,MMM
2018-04-10 00:00:00-04:00,136.85069079615772,139.00526468556768,136.7934854083813,137.90573120117188,3417450,0.0,0.0,MMM
2018-04-11 00:00:00-04:00,136.13888181568208,137.21300254953255,135.69398570756488,136.2215118408203,2176481,0.0,0.0,MMM
2018-04-12 00:00:00-04:00,137.1049391254379,138.35065278796,136.65368689042467,137.54983520507812,2742308,0.0,0.0,MMM
2018-04-13 00:00:00-04:00,138.61122949762552,138.98620783012183,136.30410771480393,136.97781372070312,2433262,0.0,0.0,MMM
2018-04-16 00:00:00-04:00,138.04555776654948,139.36118892125157,137.6578671491894,138.36334228515625,2464358,0.0,0.0,MMM
2018-04-17 00:00:00-04:00,139.28492623712927,140.89927357690047,139.02434708655449,139.8823699951172,2216786,0.0,0.0,MMM
2018-04-18 00:00:00-04:00,140.07301959496075,140.467077963733,139.291270610535,139.52008056640625,1912763,0.0,0.0,MMM
2018-04-19 00:00:00-04:00,138.57940943191176,139.38022670649295,137.9374843816616,139.09422302246094,1737908,0.0,0.0,MMM
2018-04-20 00:00:00-04:00,138.8145824366803,140.0031020008832,137.7531859479799,138.39511108398438,3150623,0.0,0.0,MMM
2018-04-23 00:00:00-04:00,138.5667165311719,139.01796865565507,136.4884050179662,137.20660400390625,3014757,0.0,0.0,MMM
2018-04-24 00:00:00-04:00,131.2449698739163,131.2449698739163,125.1371579921021,127.83197021484376,13958994,0.0,0.0,MMM
2018-04-25 00:00:00-04:00,127.8129201869589,128.22603547643772,125.21343830423906,126.37653350830078,7421658,0.0,0.0,MMM
2018-04-26 00:00:00-04:00,126.27484895343817,126.87863731028318,124.67956996496903,125.26428985595705,4932663,0.0,0.0,MMM
2018-04-27 00:00:00-04:00,125.0609196073038,125.27701731432252,123.5546266107016,124.6478042602539,4012341,0.0,0.0,MMM
2018-04-30 00:00:00-04:00,125.18166411567974,126.05874390087176,123.4147806366449,123.54824829101562,4794405,0.0,0.0,MMM
2018-05-01 00:00:00-04:00,123.31944880945032,124.27915869021116,121.67333213366943,123.94866180419922,5633758,0.0,0.0,MMM
2018-05-02 00:00:00-04:00,124.03129096656716,124.83210855423376,123.31309180041976,123.6181640625,4805050,0.0,0.0,MMM
2018-05-03 00:00:00-04:00,123.63085080622078,125.01639960869343,122.25166975666598,124.3681182861328,4097376,0.0,0.0,MMM
2018-05-04 00:00:00-04:00,123.98046023965608,127.06933185306866,123.3385348425696,126.7070541381836,3673753,0.0,0.0,MMM
2018-05-07 00:00:00-04:00,127.1519183497383,127.74935050224371,126.8468461187218,127.2790298461914,3424626,0.0,0.0,MMM
2018-05-08 00:00:00-04:00,127.11377583877008,128.45483164445352,126.83412823908984,128.21966552734375,3915106,0.0,0.0,MMM
2018-05-09 00:00:00-04:00,128.40399748537249,130.12003181067513,127.9845260365991,129.28744506835938,4020115,0.0,0.0,MMM
2018-05-10 00:00:00-04:00,128.77265610641325,130.7238569524467,128.63283226321053,130.31072998046875,3230157,0.0,0.0,MMM
2018-05-11 00:00:00-04:00,130.12636367582766,130.52677818298804,129.43995703312896,130.393310546875,3774217,0.0,0.0,MMM
2018-05-14 00:00:00-04:00,130.71744915765277,130.95260365597244,130.0818801584457,130.77464294433594,4049536,0.0,0.0,MMM
2018-05-15 00:00:00-04:00,130.2661996585031,130.65390189386224,128.15611870173268,128.6455078125,2702003,0.0,0.0,MMM
2018-05-16 00:00:00-04:00,127.44430921280652,127.77480614311789,126.51002382863513,127.2472915649414,3484546,0.0,0.0,MMM
2018-05-17 00:00:00-04:00,127.51600371976214,128.87903062120762,127.1448604493036,128.21351623535156,2709897,1.137124,0.0,MMM
2018-05-18 00:00:00-04:00,128.16236526714184,128.46952406662285,126.99132672342812,127.3176727294922,3499137,0.0,0.0,MMM
2018-05-21 00:00:00-04:00,128.30314129285597,129.85814580324796,127.98318324715194,129.10943603515625,2543294,0.0,0.0,MMM
2018-05-22 00:00:00-04:00,129.2373760563707,129.33337044662304,127.17044866888264,127.32402801513672,2767424,0.0,0.0,MMM
2018-05-23 00:00:00-04:00,126.5369498111485,127.21526354963603,125.78185222804704,127.132080078125,3274289,0.0,0.0,MMM
2018-05-24 00:00:00-04:00,127.23448914441742,128.0983805661518,126.01865320390226,127.60564422607422,2457780,0.0,0.0,MMM
